5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.3258126891568382, 0.4545440322740496, 0.44685442480278353, 0.3152968647991568, 0.52492933722305, 0.5028284593878634, 0.22543104557483584, 0.453566545101385, 0.44509585072227903, 0.16719270751340784]"
100,"[5, 5, 10, 20, 10, 50, 20, 50, 100, 100]","[0.47850529947663417, 0.44450654247496, 0.41599985106111553, 0.4016405435607379, 0.39854184759449135, 0.4373054933789078, 0.379483998010144, 0.31216768539605827, 0.21759952257018023, 0.18070667948221505]"
100,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5328202324575168, 0.4926414311248487, 0.4440240278071368, 0.43151683354782844, 0.3726276343506506, 0.4745024483182703, 0.35015714431371425, 0.3068666547596402, 0.22943004836077774, 0.19060647671669786]"
100,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.4966515557224294, 0.46075520560384636, 0.4158899185619161, 0.4041308890689945, 0.39402319870369146, 0.4404167640091698, 0.36069231794573453, 0.30296556791486123, 0.22445582500894115, 0.18375237803575215]"
100,"[5, 5, 20, 10, 20, 10, 50, 50, 100, 100]","[0.47634839185689565, 0.4651088889785517, 0.4113188276952345, 0.4042617120640079, 0.39955899677770945, 0.3927961199900385, 0.38606782991313443, 0.30031329627895303, 0.20901936632878423, 0.13073590855912587]"
100,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5203808029141853, 0.48176302445202873, 0.42946416241998325, 0.4155241078050555, 0.38251742230429864, 0.46183973215380103, 0.36261211559019924, 0.312399242359144, 0.20671750658467225, 0.1723662953150086]"
100,"[5, 5, 20, 10, 20, 50, 10, 50, 100, 100]","[0.4691011436332725, 0.4480402693664817, 0.39458816864728263, 0.38953116395617116, 0.37936550467276703, 0.3897784261847233, 0.37606679160614037, 0.2870749440310779, 0.1892741127824463, 0.1411731073945562]"
100,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.4996307302086796, 0.46258485326778587, 0.41113573475101944, 0.39513224774626776, 0.37319371782160754, 0.44681098826983917, 0.34797763246374497, 0.31785639943275995, 0.2083824204324376, 0.1648510903339381]"
0,"[5, 5, 10, 20, 50, 50, 20, 10, 100, 100]","[0.4433059740154471, 0.4289530604920409, 0.4184653730838814, 0.3855992617447841, 0.40283782387837486, 0.46023760255630275, 0.38514114358023066, 0.37314237775683345, 0.3495213837760175, 0.3309305226124132]"
0,"[5, 5, 20, 10, 50, 50, 20, 100, 100, 10]","[0.45974399338718014, 0.42960771375787676, 0.4221465538837277, 0.4168906610734838, 0.4636969473887726, 0.4844109298232246, 0.3938291044298652, 0.3857021203143483, 0.40328868555216096, 0.3595339159805789]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.45693783750700057, 0.4312277181943059, 0.39077998151641596, 0.3906149099158341, 0.4233339786634156, 0.49038676854995944, 0.3075243961844321, 0.3601783745474585, 0.34278687286485515, 0.2595701817759446]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.327011014307888, 0.4642969595193292, 0.46684679242119587, 0.31483144636891824, 0.5430517783597038, 0.5070789069494516, 0.20631739392635126, 0.47129173956717174, 0.45948866358892115, 0.2001341701170652]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5339493473606635, 0.5098203233769412, 0.4562379075154247, 0.4523317719447727, 0.4513940505942919, 0.5305984821969091, 0.34805428372832947, 0.40114529353319206, 0.3872577921607586, 0.285502621902563]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.48281053281534436, 0.4578824216020223, 0.4188207430118984, 0.4175070344851184, 0.4294764402010018, 0.5022658932513553, 0.3200829142418702, 0.37811791450273513, 0.3589274482963536, 0.2840234376401339]"
0,"[5, 5, 10, 10, 50, 50, 20, 20, 100, 100]","[0.47549539526269924, 0.4632551096267021, 0.44549792871716165, 0.40437625328844545, 0.41930059788402907, 0.48719837319494774, 0.3944024761916136, 0.3875705859248862, 0.3811835961953221, 0.3638026145387297]"
0,"[5, 5, 10, 20, 50, 50, 20, 10, 100, 100]","[0.45771544075793985, 0.4465930983509716, 0.39492285241873476, 0.3769193220591184, 0.42069338507446036, 0.4819943150953591, 0.3747143137798607, 0.3691933355492486, 0.3541537028618383, 0.331544849090016]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5163505503579273, 0.49370488065226703, 0.4570937745982248, 0.44934719334343165, 0.41877976735757566, 0.5379184640339879, 0.3447250563113489, 0.3880897407581497, 0.37081272228299755, 0.32974764946291835]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5180283196002832, 0.49736025521819355, 0.45992504279434626, 0.453842722458569, 0.41620991772508065, 0.5343164811231675, 0.3418626023777251, 0.3848256632598305, 0.3693953924054777, 0.32667492814751775]"
0,"[5, 5, 10, 10, 50, 50, 20, 20, 100, 100]","[0.48351022177277053, 0.4832652066693393, 0.4455819238213163, 0.42993044722889373, 0.3977638198697445, 0.5152988635413979, 0.3755353868885324, 0.3692964854165574, 0.35534740419308525, 0.3534549463002202]"
0,"[5, 5, 10, 20, 50, 50, 10, 20, 100, 100]","[0.4741765201651137, 0.4599261766481915, 0.4201279827458493, 0.39224389404995874, 0.4249475382900114, 0.47776379940075236, 0.3768322259108411, 0.3744112455111911, 0.37409363073596996, 0.3521860523276255]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5175470953468265, 0.4895947696368192, 0.4502098371540639, 0.43636289232381026, 0.4004328304791284, 0.5288827421247764, 0.33859110394145525, 0.35819826452997094, 0.34533612124776286, 0.3302172157624753]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5035552555677337, 0.4778382232407963, 0.4358109604214724, 0.42188461676722955, 0.40099018421280336, 0.5233745847000788, 0.3338426017148067, 0.35620531620529844, 0.3439699829626833, 0.3214857246604814]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.2986837965717628, 0.4519111467914882, 0.4566573025290668, 0.28956924781876336, 0.5010478931498633, 0.48542770878871744, 0.1767629382742486, 0.4362976641080497, 0.421083947845257, 0.1760529629145388]"
0,"[5, 5, 10, 10, 50, 50, 20, 20, 100, 100]","[0.49192147619963345, 0.48544589955623224, 0.44135117926788026, 0.43824695633035504, 0.4053100544692958, 0.5165945648383992, 0.3937400738774676, 0.37626617085395386, 0.36339303136314594, 0.34861929269678427]"
0,"[5, 5, 10, 20, 50, 50, 20, 10, 100, 100]","[0.47778137176504326, 0.4616109101752283, 0.4486853440305498, 0.4103900334490522, 0.41917822825818324, 0.4822668752118741, 0.40902297468247617, 0.40623233509784445, 0.38241319087821113, 0.35855647159427223]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5133003862109833, 0.5014779908703884, 0.4683961344498582, 0.4664487185810958, 0.4317179381987167, 0.536600705036589, 0.3468917614534296, 0.4030690858152963, 0.39566933296497386, 0.3335660588982438]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5220878941140681, 0.5180133276470427, 0.4930036322086889, 0.4791536521035123, 0.4620373642234196, 0.5502043971476128, 0.38762857394883754, 0.44064337773278306, 0.42867531907416406, 0.36178806024114546]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5231705747059605, 0.5218009976300383, 0.5007745361947219, 0.4613148381762524, 0.4553797539185103, 0.46114868025550293, 0.44473342307276026, 0.3764339695593921, 0.36385337344859997, 0.3517805948206619]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5468070391143083, 0.5400361980258462, 0.5118230409655652, 0.4804467591203937, 0.46095656638303373, 0.47072653199623143, 0.44483634603973504, 0.3503974942288995, 0.33869028609180846, 0.3345845208527928]"
0,"[5, 5, 10, 10, 20, 50, 50, 20, 100, 100]","[0.5284957659217272, 0.5220968948281286, 0.48739601315012965, 0.4772229536255436, 0.39181143112963923, 0.4981825663881807, 0.3889025752122613, 0.3778954632903475, 0.34700476856103446, 0.3463089095379516]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.53594690209218, 0.522663817036537, 0.49498893623927087, 0.4648919181580375, 0.4577323642516818, 0.5206902798713916, 0.4042545954118203, 0.40681827644950447, 0.4167963136219524, 0.3525916883195177]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5410641172461398, 0.5301186939644832, 0.49467930295691487, 0.47279107606235976, 0.4468335928267148, 0.4724008673840085, 0.4388306303713993, 0.3428018056964545, 0.3181478058331659, 0.30978140812864247]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5541462165933329, 0.541546714946944, 0.5158590076837754, 0.49354747962406814, 0.4552525137177317, 0.48161081136048095, 0.4404832337142471, 0.35289203154201826, 0.3314242821053589, 0.32351713263625487]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.29534686565801044, 0.46088035419756024, 0.4603113388920685, 0.28460085363246856, 0.5213898763329236, 0.4907552043882197, 0.20960449723955776, 0.46082768584075096, 0.44472067029570045, 0.15861988426487877]"
0,"[5, 5, 10, 10, 20, 50, 50, 20, 100, 100]","[0.5442926753908542, 0.5398586209857754, 0.512998018922457, 0.4930393055917734, 0.41449316737673475, 0.5109226456381518, 0.4092935618482894, 0.39119802535239817, 0.3901058033424705, 0.38113529616974706]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5427891239307095, 0.5287490853866861, 0.501907873791079, 0.47208306200850947, 0.4575774611515575, 0.5212261657593111, 0.41082988809248855, 0.4093505397787195, 0.4214820961936116, 0.36300360337675214]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5346853182427607, 0.5333633774757175, 0.5043759724041684, 0.47371784078723, 0.4593616337896715, 0.46071128412820705, 0.45650447151729145, 0.3571999380702267, 0.35032431951353993, 0.33743293489201565]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5672967918856014, 0.5515209042145658, 0.5249235067061896, 0.5061723432961385, 0.4551328673130837, 0.4992541174493834, 0.45180449236397296, 0.3560156918124436, 0.3345264918712619, 0.32355748423154207]"
0,"[5, 5, 10, 10, 20, 50, 50, 20, 100, 100]","[0.5379796747483705, 0.5317009585371705, 0.5050934414819316, 0.4879045742568616, 0.405249061744823, 0.5051801410396282, 0.39375116523739356, 0.3932927264531076, 0.3754666184981724, 0.36723342583747964]"
0,"[5, 10, 5, 10, 50, 50, 20, 20, 100, 100]","[0.4841216723592535, 0.4825205905907456, 0.4742328888520115, 0.4489189645818828, 0.4263283373112966, 0.4884338687525123, 0.4022082283514981, 0.3923409546820548, 0.38272387198657487, 0.3821996117408926]"
0,"[5, 5, 10, 10, 20, 20, 50, 50, 100, 100]","[0.5475839161589329, 0.5378522728595302, 0.5209846245244405, 0.485431838618001, 0.4806623230542868, 0.4670449557103795, 0.4508234756254633, 0.3745402491318362, 0.3592234319166912, 0.3539042431962043]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.5645978641450802, 0.553666370834878, 0.5279119321271012, 0.4959167925887194, 0.47049476933257844, 0.473915318318028, 0.45135289609676543, 0.3676521771146941, 0.351185862560351, 0.3463998423762761]"
0,"[5, 5, 10, 10, 20, 50, 50, 20, 100, 100]","[0.5596341420666434, 0.5485386369783062, 0.5238506755970981, 0.49732217312685373, 0.4264025795626224, 0.5027361872765652, 0.41172205445636023, 0.3911050632670017, 0.38880565311891035, 0.3778102932590522]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 20, 100]","[0.5277247917003612, 0.525346727015512, 0.49864974839633003, 0.4707438822957401, 0.42137071174516855, 0.4911171656824169, 0.4133009087310232, 0.3765308573540206, 0.3750701456930876, 0.37357827929192194]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.338815109275183, 0.4810966346473075, 0.4933665336548838, 0.3140007820583074, 0.5382054155500582, 0.5153842311658452, 0.2283844664777656, 0.4815372180888932, 0.4725215054082733, 0.0]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.49305578133772465, 0.4867266685143359, 0.4450762009186351, 0.4265042132743184, 0.42135763380571045, 0.5114653734699435, 0.37559561461804125, 0.36590527335778433, 0.35242240527561813, 0.34454949272728563]"
0,"[5, 5, 10, 10, 50, 50, 20, 20, 100, 100]","[0.48904332958917546, 0.4629879741025724, 0.4226330281019702, 0.4153263461801895, 0.3785956970567794, 0.4893994244338147, 0.3692603461909964, 0.3516247029713489, 0.3256845313169865, 0.29638345569016195]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 20, 100]","[0.5181894487978957, 0.500944568844253, 0.46206447423105573, 0.453211079468786, 0.40152699130507563, 0.5126291299380678, 0.36290810584670496, 0.3504575061509866, 0.33434035611199475, 0.3340156413446215]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.47558799960050413, 0.4655596080880081, 0.44842646524524876, 0.4203251677671273, 0.43730243542679886, 0.4949945871308472, 0.3653213141249226, 0.3673231547493795, 0.3731761207292256, 0.3361604055417043]"
0,"[5, 5, 10, 10, 50, 50, 20, 20, 100, 100]","[0.4924547100066596, 0.4720151496539779, 0.431497559150985, 0.419096174614609, 0.388228562608362, 0.4928098291907028, 0.3780294481784381, 0.3512446539550122, 0.33826352929855136, 0.30954643504199575]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.4979557340487254, 0.4621825459316138, 0.41346862955172814, 0.412182313487272, 0.36982171881548564, 0.48414928495541687, 0.35864847741038125, 0.35092125537943325, 0.29056213644796103, 0.25881568413638584]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 20, 100]","[0.5486243610879387, 0.5257303557159263, 0.4967908230442945, 0.48266875379034074, 0.41540801881692396, 0.5215253558323892, 0.3821793064237164, 0.36942376892785356, 0.344540244843366, 0.3425072937289284]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5155815771309461, 0.5136384734323904, 0.49048857229056886, 0.46399442195480267, 0.43614080802213145, 0.5065168799332012, 0.38966424677421835, 0.3741327208650568, 0.3691245235952225, 0.34911026261515127]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.4733607153508977, 0.47073355005536155, 0.42141532600369913, 0.40482522852261277, 0.4297340701917412, 0.4974466144630172, 0.36467632469479205, 0.35133243962983873, 0.34654017443842905, 0.3255143994194755]"
0,"[5, 5, 10, 10, 50, 50, 20, 20, 100, 100]","[0.4942399424631854, 0.46765033208717016, 0.4175083348986458, 0.41110581054034007, 0.37228448877695447, 0.48898765857570986, 0.3652618832383079, 0.3418827091323757, 0.31574823835561694, 0.29024427872969927]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.32043642316628457, 0.4425516233175757, 0.4596362266055754, 0.3040629737357881, 0.5315485946931962, 0.4985611648964612, 0.18451457291993975, 0.4707441636680493, 0.4574541559414318, 0.15314158656072654]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5186444038356468, 0.5094160902116078, 0.47478504042253267, 0.4602551165857844, 0.42025867348721563, 0.5103885674072283, 0.3580510822777423, 0.366551461014476, 0.35422709147436715, 0.32242239084405594]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5330975428168442, 0.5317781601325925, 0.47622499112241184, 0.4755549071942991, 0.45298961485760003, 0.5285322276390491, 0.3659192858249341, 0.3690413292991363, 0.38240740083212066, 0.32838735768598826]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5008023008732635, 0.47448753977684477, 0.45473642340409126, 0.4372714234422876, 0.4365195056078176, 0.510328791091647, 0.4226926499750298, 0.4581907726568697, 0.4362871682660149, 0.4187188520419761]"
0,"[5, 5, 10, 10, 20, 50, 20, 100, 100, 50]","[0.510889480327096, 0.48005905523551373, 0.43120508057024526, 0.4244586907215953, 0.42342155014460586, 0.49169433268984364, 0.4213289560795392, 0.4386726144357819, 0.4294887688834888, 0.4161045426872183]"
0,"[5, 5, 20, 20, 10, 50, 50, 100, 100, 10]","[0.4953750147571362, 0.46983145188083986, 0.41533305821051864, 0.4137350940569908, 0.41009802743179835, 0.4802930611075266, 0.40949765652500486, 0.4191515799766322, 0.41348956556901434, 0.4039438932331012]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5146626235080282, 0.4866443085228023, 0.4628051734586991, 0.43773484274139707, 0.41927008964551843, 0.5097398261039651, 0.4182984268278012, 0.4396035072702652, 0.4254416489101713, 0.40383527053823093]"
0,"[5, 5, 20, 20, 10, 50, 10, 100, 100, 50]","[0.6080349904567804, 0.5547486590247686, 0.5585145354728964, 0.5521866630720111, 0.5199364152314976, 0.5952709887382701, 0.5175485485740231, 0.5190820552548431, 0.48034472583043203, 0.47845080968717263]"
0,"[5, 5, 20, 20, 10, 50, 10, 100, 100, 50]","[0.632306772692934, 0.5771886054235194, 0.5723500078519194, 0.5627057155128736, 0.5467200250685462, 0.6032412383551481, 0.5408789646010095, 0.519835629481818, 0.48411226731138324, 0.4783065600382839]"
0,"[5, 5, 10, 20, 10, 20, 50, 100, 100, 50]","[0.5906229176289501, 0.561627209813222, 0.5047149321727561, 0.4996413146378648, 0.48677709446505213, 0.4807272172385615, 0.39909932559923356, 0.39576569252245236, 0.42092486331211537, 0.37258890562588914]"
0,"[5, 5, 10, 20, 20, 10, 50, 100, 100, 50]","[0.5937135248560483, 0.5668118892572709, 0.5090776259675291, 0.5018269582450056, 0.4950146857510422, 0.49050459262778834, 0.39575085799375004, 0.3919363654463656, 0.4202782595098467, 0.3485904898700732]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.379888223538961, 0.41127773142380597, 0.4288048980632333, 0.36012942264479847, 0.4823847543449018, 0.5043652571469996, 0.31971453105285635, 0.4497005205733575, 0.42144055517785217, 0.2264927703166471]"
0,"[5, 5, 10, 10, 20, 20, 50, 100, 100, 50]","[0.6576065781722846, 0.6354681172836194, 0.6058469147061433, 0.5929500666412506, 0.5731852377055623, 0.5715528920787156, 0.4174444029443773, 0.47862524441334336, 0.5006514504112696, 0.4043626098830577]"
0,"[5, 5, 10, 10, 20, 20, 50, 100, 100, 50]","[0.6747528892028875, 0.6474239014530435, 0.6137829685464223, 0.610488019247439, 0.5811686065152505, 0.5652325050444749, 0.48049905726598197, 0.488730802114122, 0.5172680680440281, 0.44555883262913687]"
0,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.4407595226518558, 0.4780351216434144, 0.4654385088778164, 0.43849617927209417, 0.5399210719520126, 0.4956761503741314, 0.3974271634089157, 0.5176468536430835, 0.5026483378295945, 0.3669442843349926]"
0,"[10, 5, 20, 10, 50, 50, 20, 100, 100, 5]","[0.4401630541252192, 0.41464583316429793, 0.4228628081655173, 0.4107478215744041, 0.4816948622538436, 0.46940176111964543, 0.408618266044688, 0.46850584326033884, 0.4481047850211996, 0.3578430196706131]"
0,"[10, 5, 10, 20, 50, 50, 20, 100, 100, 5]","[0.5762597945622208, 0.5554850185119089, 0.555215402591297, 0.5424551670270843, 0.5257516143647031, 0.5338763945907531, 0.5087198020066479, 0.5482171437291677, 0.5333926871025481, 0.4540519150908355]"
0,"[10, 10, 20, 5, 50, 50, 20, 100, 100, 5]","[0.5591291574393028, 0.5405620301355571, 0.5555531143254865, 0.5337242849166367, 0.5264794387520865, 0.5425276509824405, 0.521842736727351, 0.5507672321006496, 0.5286644288931187, 0.4344001672564206]"
0,"[10, 20, 5, 20, 50, 50, 10, 100, 100, 5]","[0.44583776577094786, 0.4525096382402225, 0.4423591297888157, 0.438124765234109, 0.48458286887377927, 0.44387800601505484, 0.4149125406230279, 0.45930205454741635, 0.4509176225042659, 0.384299853860688]"
0,"[10, 5, 20, 20, 50, 50, 10, 100, 100, 5]","[0.4471583640166422, 0.42473226273313286, 0.42814206265457905, 0.4203662117603702, 0.4941291927750344, 0.475740582613204, 0.41998199668391933, 0.4757066926018447, 0.46052522491332404, 0.3698839553485474]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5206740036058134, 0.505287327220304, 0.47310618766951396, 0.4498206667827042, 0.4163752162447528, 0.5076907428476846, 0.35716769337520754, 0.38777768481128055, 0.38142402828174304, 0.3514512025419978]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.5020331852116736, 0.49176643736246684, 0.44673253221777887, 0.44540498357952374, 0.38469307875506953, 0.46362012276428494, 0.3731342988668285, 0.3744333794812113, 0.36867225084407707, 0.35236797724207447]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.3312059706209303, 0.431446686800637, 0.4531300691727323, 0.2796809250473289, 0.5048784003711402, 0.4969932331492732, 0.2283844664777656, 0.4552169788386887, 0.42980850682498256, 0.0]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.4977093932933785, 0.491085322911761, 0.4445017379708162, 0.44216019883596547, 0.4011418644934487, 0.4782005151312235, 0.3720564327623509, 0.3772587505069284, 0.3785391410841627, 0.35847404338441535]"
0,"[5, 5, 10, 10, 50, 50, 20, 100, 100, 20]","[0.532502288647888, 0.5196099761892391, 0.48642580333574276, 0.4788475023032532, 0.42706474379222403, 0.5125988767158707, 0.37403042614783444, 0.42443001327819846, 0.41089964330896234, 0.3638662785643733]"
0,"[5, 5, 10, 10, 20, 50, 20, 50, 100, 100]","[0.6492758860155257, 0.6090923207646242, 0.5844340060655621, 0.5811089978107832, 0.5041937501028408, 0.5814580396643323, 0.5030932406627758, 0.43055202882138033, 0.4295146029967325, 0.40867997645640447]"
0,"[5, 5, 10, 10, 20, 50, 20, 100, 50, 100]","[0.6199880193286401, 0.5841720024964667, 0.5682946587631095, 0.5584451394770883, 0.5060183402066608, 0.5599707952706562, 0.505231094636956, 0.4307757584056312, 0.4148455164480351, 0.4017182691260761]"
0,"[5, 20, 20, 5, 50, 50, 10, 100, 100, 10]","[0.5122939750854048, 0.4988186189042699, 0.4920353279485425, 0.46331968247468874, 0.47921632036735295, 0.4714333478451231, 0.3686533361281701, 0.4478798847413987, 0.4430101714607261, 0.3620392621284511]"
0,"[5, 20, 20, 5, 50, 50, 10, 100, 100, 10]","[0.5021578010248884, 0.49506532711654333, 0.4914320543274736, 0.45245546819425, 0.48217930212350585, 0.4743847047082993, 0.36683703088857966, 0.4431298864003463, 0.4341548987544167, 0.35643465487460013]"
0,"[5, 20, 20, 5, 50, 50, 10, 100, 100, 10]","[0.49933457791179686, 0.49760190382421043, 0.4859048603679372, 0.4569343966772915, 0.4912696972074013, 0.479220331368214, 0.3541818701828123, 0.4530737940185838, 0.44677011068362704, 0.3382205845345341]"
0,"[5, 20, 20, 5, 50, 50, 10, 100, 100, 10]","[0.5107985199818326, 0.5010336524807869, 0.4878941530142276, 0.4601704133119234, 0.46873097796030266, 0.45236392505546374, 0.385853167542234, 0.4523838775661054, 0.44459119111509776, 0.3661859163840496]"
0,"[5, 20, 20, 5, 50, 50, 10, 100, 100, 10]","[0.5589191277891368, 0.5242422925944705, 0.5176304393879301, 0.49667633465039096, 0.4646103202291486, 0.5361846671314413, 0.44104404483049947, 0.4821459935100417, 0.4502705063405358, 0.44039124053132145]"
0,"[5, 20, 20, 5, 10, 50, 50, 100, 100, 10]","[0.5800307916653771, 0.5323080891189383, 0.5282136332138533, 0.5216706709265662, 0.48313264616662865, 0.5483329005703469, 0.4755943848080594, 0.5088815005716637, 0.48098560241057414, 0.4710897687834029]"
5,"[10, 20, 20, 10, 50, 50, 5, 100, 100, 5]","[0.32646874566493334, 0.48972795547574793, 0.4948190003373464, 0.3212204417056112, 0.5480145676658782, 0.5162641701487066, 0.282449591895859, 0.4862021127390311, 0.4787027536939594, 0.18888572855584365]"
